 ,Min1,Max1,X1,Y1,Min2,Max2,X2,Y2,Min3,Max3,X3,Y3,Min4,Max4,X4,Y4,Min5,Max5,X5,Y5,Min6,Max6,X6,Y6,Min7,Max7,X7,Y7,Min8,Max8,X8,Y8,Min9,Max9,X9,Y9,Min10,Max10,X10,Y10,Min11,Max11,X11,Y11,Min12,Max12,X12,Y12,Min13,Max13,X13,Y13,Min14,Max14,X14,Y14,Min15,Max15,X15,Y15,Min16,Max16,X16,Y16,Min17,Max17,X17,Y17
1,0,0,79.602,115.843,0,0,81.602,112.243,0,0,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,0,85.122,102.002,0,0,82.962,102.562,0,0,82.482,105.122,0,0,83.362,104.882,0,0,85.842,99.602,0,0,87.602,98.882,0,0,87.522,92.722,0,0,89.522,91.282,0,0,90.882,89.442,0,0,90.962,87.602,0,0,91.442,85.442,0,0,87.042,94.162
2,0,0,79.602,115.843,0,0,81.602,112.243,0,0,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,0,85.122,102.002,0,0,82.962,102.562,0,0,82.482,105.122,0,0,83.362,104.882,0,0,85.842,99.602,0,0,87.602,98.882,0,0,87.522,92.722,0,0,89.522,91.282,0,0,90.882,89.442,0,0,90.962,87.602,0,0,91.442,85.442,0,0,87.042,94.162
3,0,0,79.602,115.843,0,0,81.602,112.243,0,0,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,0,85.122,102.002,0,0,82.962,102.562,0,0,82.482,105.122,0,0,83.362,104.882,0,0,85.842,99.602,0,0,87.602,98.882,0,0,87.522,92.722,0,0,89.522,91.282,0,0,90.882,89.442,0,0,90.962,87.602,0,0,91.442,85.442,0,0,87.042,94.162
4,0,0,79.602,115.843,0,0,81.602,112.243,0,0,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,0,85.122,102.002,0,0,82.962,102.562,0,0,82.482,105.122,0,0,83.362,104.882,0,0,85.842,99.602,0,0,87.602,98.882,0,0,87.522,92.722,0,0,89.522,91.282,0,0,90.882,89.442,0,0,90.962,87.602,0,0,91.442,85.442,0,0,87.042,94.162
5,0,0,79.602,115.843,0,0,81.602,112.243,0,0,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,0,85.122,102.002,0,0,82.962,102.562,0,0,82.482,105.122,0,0,83.362,104.882,0,0,85.842,99.602,0,0,87.602,98.882,0,0,87.522,92.722,0,0,89.522,91.282,0,0,90.882,89.442,0,0,90.962,87.602,0,0,91.442,85.442,0,0,87.042,94.162
6,0,0,79.602,115.843,0,0,81.602,112.243,0,0,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,0,85.122,102.002,0,0,82.962,102.562,0,0,82.482,105.122,0,0,83.362,104.882,0,0,85.842,99.602,0,0,87.602,98.882,0,0,87.522,92.722,0,0,89.522,91.282,0,0,90.882,89.442,0,0,90.962,87.602,0,0,91.442,85.442,0,0,87.042,94.162
7,0,0,79.602,115.843,0,0,81.602,112.243,0,0,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,0,85.122,102.002,0,0,82.962,102.562,0,0,82.482,105.122,0,0,83.362,104.882,0,0,85.842,99.602,0,0,87.602,98.882,0,0,87.522,92.722,0,0,89.522,91.282,0,0,90.882,89.442,0,0,90.962,87.602,0,0,91.442,85.442,0,0,87.042,94.162
8,0,0,79.602,115.843,0,0,81.602,112.243,0,0,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,0,85.122,102.002,0,0,82.962,102.562,0,0,82.482,105.122,0,0,83.362,104.882,0,0,85.842,99.602,0,0,87.602,98.882,0,0,87.522,92.722,0,0,89.522,91.282,0,0,90.882,89.442,0,0,90.962,87.602,0,0,91.442,85.442,0,0,87.042,94.162
9,0,0,79.602,115.843,0,0,81.602,112.243,0,0,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,0,85.122,102.002,0,0,82.962,102.562,0,0,82.482,105.122,0,0,83.362,104.882,0,0,85.842,99.602,0,0,87.602,98.882,0,0,87.522,92.722,0,0,89.522,91.282,0,0,90.882,89.442,0,0,90.962,87.602,0,0,91.442,85.442,0,0,87.042,94.162
10,0,0,79.602,115.843,0,0,81.602,112.243,0,0,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,0,85.122,102.002,0,0,82.962,102.562,0,0,82.482,105.122,0,0,83.362,104.882,0,0,85.842,99.602,0,0,87.602,98.882,0,0,87.522,92.722,0,0,89.522,91.282,0,0,90.882,89.442,0,0,90.962,87.602,0,0,91.442,85.442,0,0,87.042,94.162
11,0,0,79.602,115.843,0,0,81.602,112.243,0,0,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,0,85.122,102.002,0,0,82.962,102.562,0,0,82.482,105.122,0,0,83.362,104.882,0,0,85.842,99.602,0,0,87.602,98.882,0,0,87.522,92.722,0,0,89.522,91.282,0,0,90.882,89.442,0,0,90.962,87.602,0,0,91.442,85.442,0,0,87.042,94.162
12,0,0,79.602,115.843,0,0,81.602,112.243,0,0,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,0,85.122,102.002,0,0,82.962,102.562,0,0,82.482,105.122,0,0,83.362,104.882,0,0,85.842,99.602,0,0,87.602,98.882,0,0,87.522,92.722,0,0,89.522,91.282,0,0,90.882,89.442,0,0,90.962,87.602,0,0,91.442,85.442,0,0,87.042,94.162
13,0,0,79.602,115.843,0,0,81.602,112.243,0,0,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,0,85.122,102.002,0,0,82.962,102.562,0,0,82.482,105.122,0,0,83.362,104.882,0,0,85.842,99.602,0,0,87.602,98.882,0,0,87.522,92.722,0,0,89.522,91.282,0,0,90.882,89.442,0,0,90.962,87.602,0,0,91.442,85.442,0,0,87.042,94.162
14,0,0,79.602,115.843,0,0,81.602,112.243,0,0,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,0,85.122,102.002,0,0,82.962,102.562,0,0,82.482,105.122,0,0,83.362,104.882,0,0,85.842,99.602,0,0,87.602,98.882,0,0,87.522,92.722,0,0,89.522,91.282,0,0,90.882,89.442,0,0,90.962,87.602,0,0,91.442,85.442,0,0,87.042,94.162
15,0,0,79.602,115.843,0,0,81.602,112.243,0,0,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,0,85.122,102.002,0,0,82.962,102.562,0,0,82.482,105.122,0,0,83.362,104.882,0,0,85.842,99.602,0,0,87.602,98.882,0,0,87.522,92.722,0,0,89.522,91.282,0,0,90.882,89.442,0,0,90.962,87.602,0,0,91.442,85.442,0,0,87.042,94.162
16,0,0,79.602,115.843,0,0,81.602,112.243,0,0,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,0,85.122,102.002,0,0,82.962,102.562,0,0,82.482,105.122,0,0,83.362,104.882,0,0,85.842,99.602,0,0,87.602,98.882,0,0,87.522,92.722,0,0,89.522,91.282,0,0,90.882,89.442,0,0,90.962,87.602,0,0,91.442,85.442,0,0,87.042,94.162
17,0,0,79.602,115.843,0,0,81.602,112.243,0,0,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,0,85.122,102.002,0,0,82.962,102.562,0,0,82.482,105.122,0,0,83.362,104.882,0,0,85.842,99.602,0,0,87.602,98.882,0,0,87.522,92.722,0,0,89.522,91.282,0,0,90.882,89.442,0,0,90.962,87.602,0,0,91.442,85.442,0,0,87.042,94.162
18,0,0,79.602,115.843,0,0,81.602,112.243,0,0,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,0,85.122,102.002,0,0,82.962,102.562,0,0,82.482,105.122,0,0,83.362,104.882,0,0,85.842,99.602,0,0,87.602,98.882,0,0,87.522,92.722,0,0,89.522,91.282,0,0,90.882,89.442,0,0,90.962,87.602,0,0,91.442,85.442,0,0,87.042,94.162
19,0,0,79.602,115.843,0,0,81.602,112.243,0,0,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,0,85.122,102.002,0,0,82.962,102.562,0,0,82.482,105.122,0,0,83.362,104.882,0,0,85.842,99.602,0,0,87.602,98.882,0,0,87.522,92.722,0,0,89.522,91.282,0,0,90.882,89.442,0,0,90.962,87.602,0,0,91.442,85.442,0,0,87.042,94.162
20,0,0,79.602,115.843,0,0,81.602,112.243,0,0,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,0,85.122,102.002,0,0,82.962,102.562,0,0,82.482,105.122,0,0,83.362,104.882,0,0,85.842,99.602,0,0,87.602,98.882,0,0,87.522,92.722,0,0,89.522,91.282,0,0,90.882,89.442,0,0,90.962,87.602,0,0,91.442,85.442,0,0,87.042,94.162
21,0,0,79.602,115.843,0,0,81.602,112.243,0,0,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,0,85.122,102.002,0,0,82.962,102.562,0,0,82.482,105.122,0,0,83.362,104.882,0,0,85.842,99.602,0,0,87.602,98.882,0,0,87.522,92.722,0,0,89.522,91.282,0,0,90.882,89.442,0,0,90.962,87.602,0,0,91.442,85.442,0,0,87.042,94.162
22,0,0,79.602,115.843,0,0,81.602,112.243,0,0,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,0,85.122,102.002,0,0,82.962,102.562,0,0,82.482,105.122,0,0,83.362,104.882,0,0,85.842,99.602,0,0,87.602,98.882,0,0,87.522,92.722,0,0,89.522,91.282,0,0,90.882,89.442,0,0,90.962,87.602,0,0,91.442,85.442,0,0,87.042,94.162
23,0,0,79.602,115.843,0,0,81.602,112.243,0,0,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,0,85.122,102.002,0,0,82.962,102.562,0,0,82.482,105.122,0,0,83.362,104.882,0,0,85.842,99.602,0,0,87.602,98.882,0,0,87.522,92.722,0,0,89.522,91.282,0,0,90.882,89.442,0,0,90.962,87.602,0,0,91.442,85.442,0,0,87.042,94.162
24,0,0,79.602,115.843,0,0,81.602,112.243,0,0,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,0,85.122,102.002,0,0,82.962,102.562,0,0,82.482,105.122,0,0,83.362,104.882,0,0,85.842,99.602,0,0,87.602,98.882,0,0,87.522,92.722,0,0,89.522,91.282,0,0,90.882,89.442,0,0,90.962,87.602,0,0,91.442,85.442,0,0,87.042,94.162
25,0,0,79.602,115.843,0,0,81.602,112.243,0,0,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,0,85.122,102.002,0,0,82.962,102.562,0,0,82.482,105.122,0,0,83.362,104.882,0,0,85.842,99.602,0,0,87.602,98.882,0,0,87.522,92.722,0,0,89.522,91.282,0,0,90.882,89.442,0,1,90.962,87.602,0,10,91.442,85.442,0,0,87.042,94.162
26,0,0,79.602,115.843,0,0,81.602,112.243,0,0,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,0,85.122,102.002,0,0,82.962,102.562,0,0,82.482,105.122,0,0,83.362,104.882,0,0,85.842,99.602,0,0,87.602,98.882,0,0,87.522,92.722,0,0,89.522,91.282,0,0,90.882,89.442,0,10,90.962,87.602,1,172,91.442,85.442,0,0,87.042,94.162
27,0,0,79.602,115.843,0,11,81.602,112.243,0,0,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,0,85.122,102.002,0,0,82.962,102.562,0,0,82.482,105.122,0,0,83.362,104.882,0,0,85.842,99.602,0,0,87.602,98.882,0,17,87.522,92.722,0,36,89.522,91.282,0,56,90.882,89.442,2,198,90.962,87.602,4,1359,91.442,85.442,0,0,87.042,94.162
28,0,8,79.602,115.843,1,312,81.602,112.243,0,1,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,0,85.122,102.002,0,0,82.962,102.562,0,0,82.482,105.122,0,0,83.362,104.882,0,0,85.842,99.602,0,16,87.602,98.882,1,270,87.522,92.722,3,148,89.522,91.282,2,475,90.882,89.442,4,1386,90.962,87.602,0,1725,91.442,85.442,1,2,87.042,94.162
29,1,187,79.602,115.843,2,312,81.602,112.243,0,27,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,1,85.122,102.002,0,0,82.962,102.562,0,0,82.482,105.122,0,0,83.362,104.882,0,3,85.842,99.602,3,373,87.602,98.882,4,742,87.522,92.722,3,127,89.522,91.282,4,831,90.882,89.442,1,1867,90.962,87.602,0,1195,91.442,85.442,2,6,87.042,94.162
30,3,250,79.602,115.843,3,603,81.602,112.243,3,240,81.762,110.083,0,0,81.762,106.643,0,2,82.482,107.923,0,90,85.122,102.002,0,1,82.962,102.562,0,1,82.482,105.122,0,30,83.362,104.882,1,13,85.842,99.602,5,671,87.602,98.882,6,530,87.522,92.722,1,14,89.522,91.282,4,868,90.882,89.442,0,1639,90.962,87.602,0,305,91.442,85.442,3,11,87.042,94.162
31,2,178,79.602,115.843,3,1098,81.602,112.243,4,332,81.762,110.083,0,25,81.762,106.643,1,9,82.482,107.923,2,662,85.122,102.002,0,5,82.962,102.562,1,9,82.482,105.122,2,90,83.362,104.882,1,86,85.842,99.602,7,846,87.602,98.882,4,208,87.522,92.722,1,3,89.522,91.282,0,278,90.882,89.442,0,358,90.962,87.602,0,4,91.442,85.442,3,305,87.042,94.162
32,1,2,79.602,115.843,2,1090,81.602,112.243,2,261,81.762,110.083,0,446,81.762,106.643,2,52,82.482,107.923,9,886,85.122,102.002,0,99,82.962,102.562,4,84,82.482,105.122,4,166,83.362,104.882,1,319,85.842,99.602,4,701,87.602,98.882,2,19,87.522,92.722,0,1,89.522,91.282,0,1,90.882,89.442,0,1,90.962,87.602,0,2,91.442,85.442,3,562,87.042,94.162
33,0,1,79.602,115.843,0,390,81.602,112.243,0,61,81.762,110.083,0,600,81.762,106.643,0,216,82.482,107.923,12,770,85.122,102.002,1,264,82.962,102.562,5,183,82.482,105.122,6,165,83.362,104.882,4,814,85.842,99.602,2,232,87.602,98.882,1,10,87.522,92.722,0,0,89.522,91.282,0,0,90.882,89.442,0,1,90.962,87.602,0,1,91.442,85.442,0,476,87.042,94.162
34,0,0,79.602,115.843,0,7,81.602,112.243,0,4,81.762,110.083,0,324,81.762,106.643,0,213,82.482,107.923,5,453,85.122,102.002,0,124,82.962,102.562,2,36,82.482,105.122,3,81,83.362,104.882,0,1108,85.842,99.602,1,9,87.602,98.882,0,2,87.522,92.722,0,0,89.522,91.282,0,0,90.882,89.442,0,0,90.962,87.602,0,0,91.442,85.442,0,67,87.042,94.162
35,0,0,79.602,115.843,0,0,81.602,112.243,0,0,81.762,110.083,0,117,81.762,106.643,0,32,82.482,107.923,5,251,85.122,102.002,0,4,82.962,102.562,1,3,82.482,105.122,1,9,83.362,104.882,0,614,85.842,99.602,1,6,87.602,98.882,0,1,87.522,92.722,0,1,89.522,91.282,0,0,90.882,89.442,0,0,90.962,87.602,0,0,91.442,85.442,0,0,87.042,94.162
36,0,0,79.602,115.843,0,0,81.602,112.243,0,0,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,87,85.122,102.002,0,2,82.962,102.562,0,0,82.482,105.122,0,1,83.362,104.882,0,22,85.842,99.602,0,0,87.602,98.882,0,0,87.522,92.722,0,1,89.522,91.282,0,0,90.882,89.442,0,1,90.962,87.602,0,0,91.442,85.442,0,0,87.042,94.162
37,0,0,79.602,115.843,0,0,81.602,112.243,0,0,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,9,85.122,102.002,0,0,82.962,102.562,0,0,82.482,105.122,0,1,83.362,104.882,0,0,85.842,99.602,0,0,87.602,98.882,0,0,87.522,92.722,0,0,89.522,91.282,0,1,90.882,89.442,0,1,90.962,87.602,0,1,91.442,85.442,0,0,87.042,94.162
38,0,0,79.602,115.843,0,0,81.602,112.243,0,0,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,0,85.122,102.002,0,0,82.962,102.562,0,0,82.482,105.122,0,1,83.362,104.882,0,0,85.842,99.602,0,0,87.602,98.882,0,0,87.522,92.722,0,0,89.522,91.282,0,1,90.882,89.442,0,1,90.962,87.602,0,1,91.442,85.442,0,0,87.042,94.162
39,0,0,79.602,115.843,0,0,81.602,112.243,0,0,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,0,85.122,102.002,0,0,82.962,102.562,0,0,82.482,105.122,0,0,83.362,104.882,0,0,85.842,99.602,0,0,87.602,98.882,0,0,87.522,92.722,0,0,89.522,91.282,0,0,90.882,89.442,0,0,90.962,87.602,0,1,91.442,85.442,0,0,87.042,94.162
40,0,0,79.602,115.843,0,0,81.602,112.243,0,0,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,0,85.122,102.002,0,0,82.962,102.562,0,0,82.482,105.122,0,0,83.362,104.882,0,0,85.842,99.602,0,0,87.602,98.882,0,0,87.522,92.722,0,0,89.522,91.282,0,0,90.882,89.442,0,0,90.962,87.602,0,1,91.442,85.442,0,0,87.042,94.162
41,0,0,79.602,115.843,0,0,81.602,112.243,0,0,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,0,85.122,102.002,0,0,82.962,102.562,0,0,82.482,105.122,0,0,83.362,104.882,0,0,85.842,99.602,0,0,87.602,98.882,0,0,87.522,92.722,0,0,89.522,91.282,0,0,90.882,89.442,0,0,90.962,87.602,0,1,91.442,85.442,0,0,87.042,94.162
42,0,0,79.602,115.843,0,0,81.602,112.243,0,0,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,0,85.122,102.002,0,0,82.962,102.562,0,0,82.482,105.122,0,0,83.362,104.882,0,0,85.842,99.602,0,0,87.602,98.882,0,0,87.522,92.722,0,0,89.522,91.282,0,0,90.882,89.442,0,0,90.962,87.602,0,0,91.442,85.442,0,0,87.042,94.162
43,0,0,79.602,115.843,0,0,81.602,112.243,0,0,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,0,85.122,102.002,0,0,82.962,102.562,0,0,82.482,105.122,0,0,83.362,104.882,0,0,85.842,99.602,0,0,87.602,98.882,0,0,87.522,92.722,0,0,89.522,91.282,0,0,90.882,89.442,0,0,90.962,87.602,0,0,91.442,85.442,0,0,87.042,94.162
44,0,0,79.602,115.843,0,0,81.602,112.243,0,0,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,0,85.122,102.002,0,0,82.962,102.562,0,0,82.482,105.122,0,0,83.362,104.882,0,0,85.842,99.602,0,0,87.602,98.882,0,0,87.522,92.722,0,0,89.522,91.282,0,0,90.882,89.442,0,0,90.962,87.602,0,0,91.442,85.442,0,0,87.042,94.162
45,0,0,79.602,115.843,0,0,81.602,112.243,0,0,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,0,85.122,102.002,0,0,82.962,102.562,0,0,82.482,105.122,0,0,83.362,104.882,0,0,85.842,99.602,0,0,87.602,98.882,0,0,87.522,92.722,0,0,89.522,91.282,0,0,90.882,89.442,0,0,90.962,87.602,0,0,91.442,85.442,0,0,87.042,94.162
46,0,0,79.602,115.843,0,0,81.602,112.243,0,0,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,0,85.122,102.002,0,0,82.962,102.562,0,0,82.482,105.122,0,0,83.362,104.882,0,0,85.842,99.602,0,0,87.602,98.882,0,0,87.522,92.722,0,0,89.522,91.282,0,0,90.882,89.442,0,0,90.962,87.602,0,0,91.442,85.442,0,0,87.042,94.162
47,0,0,79.602,115.843,0,0,81.602,112.243,0,0,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,0,85.122,102.002,0,0,82.962,102.562,0,0,82.482,105.122,0,0,83.362,104.882,0,0,85.842,99.602,0,0,87.602,98.882,0,0,87.522,92.722,0,0,89.522,91.282,0,0,90.882,89.442,0,0,90.962,87.602,0,0,91.442,85.442,0,0,87.042,94.162
48,0,0,79.602,115.843,0,0,81.602,112.243,0,0,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,0,85.122,102.002,0,0,82.962,102.562,0,0,82.482,105.122,0,0,83.362,104.882,0,0,85.842,99.602,0,0,87.602,98.882,0,0,87.522,92.722,0,0,89.522,91.282,0,0,90.882,89.442,0,0,90.962,87.602,0,0,91.442,85.442,0,0,87.042,94.162
49,0,0,79.602,115.843,0,0,81.602,112.243,0,0,81.762,110.083,0,0,81.762,106.643,0,0,82.482,107.923,0,0,85.122,102.002,0,0,82.962,102.562,0,0,82.482,105.122,0,0,83.362,104.882,0,0,85.842,99.602,0,0,87.602,98.882,0,0,87.522,92.722,0,0,89.522,91.282,0,0,90.882,89.442,0,0,90.962,87.602,0,0,91.442,85.442,0,0,87.042,94.162
